exp_id,Well,Transfer,CommunityPhenotype,Richness,Biomass
f1_additive-iteration_simple_screening-22-selected_community-migration2,W0,0,0.6261863925337212,24,0.9948319999999998
f1_additive-iteration_simple_screening-22-selected_community-migration2,W1,0,0.6275210061911268,24,0.995958
f1_additive-iteration_simple_screening-22-selected_community-migration2,W2,0,0.6280004420185435,22,0.9954540000000001
f1_additive-iteration_simple_screening-22-selected_community-migration2,W3,0,0.6282477137605094,24,0.996637
f1_additive-iteration_simple_screening-22-selected_community-migration2,W4,0,0.6273351599344184,23,0.9968820000000002
f1_additive-iteration_simple_screening-22-selected_community-migration2,W5,0,0.6269785556020537,24,0.996459
f1_additive-iteration_simple_screening-22-selected_community-migration2,W6,0,0.6282170608151577,24,0.9966130000000001
f1_additive-iteration_simple_screening-22-selected_community-migration2,W7,0,0.6290475244053567,24,0.996923
f1_additive-iteration_simple_screening-22-selected_community-migration2,W8,0,0.6281143797446472,23,0.9972700000000001
f1_additive-iteration_simple_screening-22-selected_community-migration2,W9,0,0.6265214841393161,24,0.9957330000000001
f1_additive-iteration_simple_screening-22-selected_community-migration2,W10,0,0.6290148956779574,24,0.9965499999999999
f1_additive-iteration_simple_screening-22-selected_community-migration2,W11,0,0.6270238106964425,23,0.9939779999999998
f1_additive-iteration_simple_screening-22-selected_community-migration2,W12,0,0.627734863309865,24,0.9970470000000002
f1_additive-iteration_simple_screening-22-selected_community-migration2,W13,0,0.6264131256233428,24,0.99574
f1_additive-iteration_simple_screening-22-selected_community-migration2,W14,0,0.6279021354734503,24,0.996117
f1_additive-iteration_simple_screening-22-selected_community-migration2,W15,0,0.6280570901051988,22,0.997221
f1_additive-iteration_simple_screening-22-selected_community-migration2,W16,0,0.6254704872794864,23,0.995234
f1_additive-iteration_simple_screening-22-selected_community-migration2,W17,0,0.6262511363379943,23,0.995988
f1_additive-iteration_simple_screening-22-selected_community-migration2,W18,0,0.6274168022536678,23,0.996067
f1_additive-iteration_simple_screening-22-selected_community-migration2,W19,0,0.6266554360094416,23,0.995927
f1_additive-iteration_simple_screening-22-selected_community-migration2,W20,0,0.6276283457827453,23,0.9960909999999998
f1_additive-iteration_simple_screening-22-selected_community-migration2,W21,0,0.6280057272996499,24,0.9959520000000001
f1_additive-iteration_simple_screening-22-selected_community-migration2,W22,0,0.6290580789792919,24,0.9978689999999998
f1_additive-iteration_simple_screening-22-selected_community-migration2,W23,0,0.6276877248195177,24,0.996449
f1_additive-iteration_simple_screening-22-selected_community-migration2,W24,0,0.6293001662424351,24,0.9961709999999998
f1_additive-iteration_simple_screening-22-selected_community-migration2,W25,0,0.6276313739749666,24,0.996363
f1_additive-iteration_simple_screening-22-selected_community-migration2,W26,0,0.6270464503228468,23,0.995944
f1_additive-iteration_simple_screening-22-selected_community-migration2,W27,0,0.6275569199681402,23,0.9966419999999999
f1_additive-iteration_simple_screening-22-selected_community-migration2,W28,0,0.6279938597887023,24,0.996292
f1_additive-iteration_simple_screening-22-selected_community-migration2,W29,0,0.6282753345499832,24,0.9968720000000001
f1_additive-iteration_simple_screening-22-selected_community-migration2,W30,0,0.6273130856049404,22,0.995714
f1_additive-iteration_simple_screening-22-selected_community-migration2,W31,0,0.6278492559634842,23,0.9969800000000001
f1_additive-iteration_simple_screening-22-selected_community-migration2,W32,0,0.6272205731128316,23,0.9968140000000001
f1_additive-iteration_simple_screening-22-selected_community-migration2,W33,0,0.6263774238360471,24,0.9950410000000001
f1_additive-iteration_simple_screening-22-selected_community-migration2,W34,0,0.6281867721962426,23,0.996674
f1_additive-iteration_simple_screening-22-selected_community-migration2,W35,0,0.6286279425712936,24,0.997301
f1_additive-iteration_simple_screening-22-selected_community-migration2,W36,0,0.626874810360564,23,0.9962860000000001
f1_additive-iteration_simple_screening-22-selected_community-migration2,W37,0,0.6271518975440642,24,0.9957239999999999
f1_additive-iteration_simple_screening-22-selected_community-migration2,W38,0,0.6261084823534017,21,0.9947449999999998
f1_additive-iteration_simple_screening-22-selected_community-migration2,W39,0,0.6279989772504979,24,0.9962580000000001
f1_additive-iteration_simple_screening-22-selected_community-migration2,W40,0,0.6252074394806634,24,0.9930039999999999
f1_additive-iteration_simple_screening-22-selected_community-migration2,W41,0,0.6274655497053351,24,0.996385
f1_additive-iteration_simple_screening-22-selected_community-migration2,W42,0,0.6297664241294243,24,0.9995120000000001
f1_additive-iteration_simple_screening-22-selected_community-migration2,W43,0,0.6280625841802607,24,0.9964460000000002
f1_additive-iteration_simple_screening-22-selected_community-migration2,W44,0,0.628423348006744,23,0.9977889999999999
f1_additive-iteration_simple_screening-22-selected_community-migration2,W45,0,0.6263973600885797,22,0.9954
f1_additive-iteration_simple_screening-22-selected_community-migration2,W46,0,0.6273871017256536,23,0.9963939999999998
f1_additive-iteration_simple_screening-22-selected_community-migration2,W47,0,0.6275028485907252,24,0.9955860000000003
f1_additive-iteration_simple_screening-22-selected_community-migration2,W48,0,0.6267616820575683,23,0.996365
f1_additive-iteration_simple_screening-22-selected_community-migration2,W49,0,0.6279168969926603,22,0.996144
f1_additive-iteration_simple_screening-22-selected_community-migration2,W50,0,0.6259943743909095,24,0.9953020000000001
f1_additive-iteration_simple_screening-22-selected_community-migration2,W51,0,0.6288124323893622,24,0.997009
f1_additive-iteration_simple_screening-22-selected_community-migration2,W52,0,0.6279579035769594,23,0.9953020000000001
f1_additive-iteration_simple_screening-22-selected_community-migration2,W53,0,0.6283966415888385,23,0.9981749999999998
f1_additive-iteration_simple_screening-22-selected_community-migration2,W54,0,0.6271911265788549,23,0.9965400000000001
f1_additive-iteration_simple_screening-22-selected_community-migration2,W55,0,0.628203367249146,23,0.9978750000000001
f1_additive-iteration_simple_screening-22-selected_community-migration2,W56,0,0.6270879885858665,23,0.99593
f1_additive-iteration_simple_screening-22-selected_community-migration2,W57,0,0.6279002690168553,24,0.9958519999999998
f1_additive-iteration_simple_screening-22-selected_community-migration2,W58,0,0.6281867344981179,23,0.9956360000000001
