exp_id,Well,Transfer,CommunityPhenotype,Richness,Biomass
f1_additive-iteration_2_round13-48,W0,0,0.9609573695681073,18,0.9906649999999999
f1_additive-iteration_2_round13-48,W1,0,1.3809519341672454,16,1.000418
f1_additive-iteration_2_round13-48,W2,0,1.4252340342004173,13,0.9904029999999999
f1_additive-iteration_2_round13-48,W3,0,1.4160609072349515,18,0.989607
f1_additive-iteration_2_round13-48,W4,0,1.4150597153018334,17,0.990916
f1_additive-iteration_2_round13-48,W5,0,1.4309071815704566,13,0.991444
f1_additive-iteration_2_round13-48,W6,0,1.398691964823204,19,0.9999060000000001
f1_additive-iteration_2_round13-48,W7,0,1.4051410143670964,15,1.0004170000000001
f1_additive-iteration_2_round13-48,W8,0,0.8110103491010197,17,0.9789909999999998
f1_additive-iteration_2_round13-48,W9,0,1.4235214031420478,17,0.9900689999999999
f1_additive-iteration_2_round13-48,W10,0,1.092847598108652,16,0.9880319999999999
f1_additive-iteration_2_round13-48,W11,0,1.3940507590418159,14,0.9998490000000001
f1_additive-iteration_2_round13-48,W12,0,1.429506911250294,16,0.9905209999999998
f1_additive-iteration_2_round13-48,W13,0,0.8781092806012504,18,0.9910019999999998
f1_additive-iteration_2_round13-48,W14,0,1.3910781662812024,17,0.9999049999999998
f1_additive-iteration_2_round13-48,W15,0,0.8020603833361675,17,0.9854330000000001
f1_additive-iteration_2_round13-48,W16,0,1.0450611384680075,17,0.999697
f1_additive-iteration_2_round13-48,W17,0,0.705477641491981,21,0.9996100000000001
f1_additive-iteration_2_round13-48,W18,0,1.2179598227991442,15,0.9999279999999999
f1_additive-iteration_2_round13-48,W19,0,1.3150664548341549,18,0.9914580000000002
f1_additive-iteration_2_round13-48,W20,0,1.0935749403860062,17,0.989546
f1_additive-iteration_2_round13-48,W21,0,0.9311439857985527,23,0.9988140000000002
f1_additive-iteration_2_round13-48,W22,0,1.4058685179640744,15,0.999574
f1_additive-iteration_2_round13-48,W23,0,1.3632424746581238,21,0.991393
f1_additive-iteration_2_round13-48,W24,0,1.4305773990682418,18,0.990864
f1_additive-iteration_2_round13-48,W25,0,1.4098732980604425,17,1.0016740000000002
f1_additive-iteration_2_round13-48,W26,0,1.3117789263950854,23,0.9972920000000001
f1_additive-iteration_2_round13-48,W27,0,1.3455621786551317,19,0.9905720000000001
f1_additive-iteration_2_round13-48,W28,0,1.4245483071049672,18,0.9896619999999999
f1_additive-iteration_2_round13-48,W29,0,1.3873837153395585,18,0.998917
f1_additive-iteration_2_round13-48,W30,0,0.8533217743298912,14,0.9878560000000001
f1_additive-iteration_2_round13-48,W31,0,1.0518617291390995,18,0.9925559999999999
f1_additive-iteration_2_round13-48,W32,0,1.422955550192197,23,0.9893639999999999
f1_additive-iteration_2_round13-48,W33,0,1.4234688682453163,17,0.990868
f1_additive-iteration_2_round13-48,W34,0,1.0896147217895569,21,0.989855
f1_additive-iteration_2_round13-48,W35,0,1.4263208079353566,16,0.9893919999999999
f1_additive-iteration_2_round13-48,W36,0,1.4282634397833391,15,0.990613
f1_additive-iteration_2_round13-48,W37,0,0.9297650956736097,17,0.990082
f1_additive-iteration_2_round13-48,W38,0,1.4003010911536022,22,0.9990540000000001
f1_additive-iteration_2_round13-48,W39,0,1.3961012305291485,13,0.9996180000000001
f1_additive-iteration_2_round13-48,W40,0,1.4305866866267067,11,0.9905170000000001
f1_additive-iteration_2_round13-48,W41,0,1.4216526806837277,16,0.991757
f1_additive-iteration_2_round13-48,W42,0,0.7799706231646323,21,0.998711
f1_additive-iteration_2_round13-48,W43,0,1.4295508198675284,16,0.9900309999999999
f1_additive-iteration_2_round13-48,W44,0,1.0258922508805062,20,0.9992429999999999
f1_additive-iteration_2_round13-48,W45,0,1.05766322946948,16,0.9989979999999999
f1_additive-iteration_2_round13-48,W46,0,1.3980176348719278,16,0.999687
f1_additive-iteration_2_round13-48,W47,0,1.3977933857169065,15,0.999533
f1_additive-iteration_2_round13-48,W48,0,1.4254055174482152,15,0.9913200000000002
f1_additive-iteration_2_round13-48,W49,0,1.3872714406037074,17,1.0002259999999998
