selected_function,protocol,seed,exp_id,overwrite_plate,passage_overwrite_plate,output_dir,save_function,save_composition,save_plate,function_lograte,composition_lograte,scale,n_inoc,rich_medium,monoculture,dilution,n_wells,n_propagation,n_transfer,n_transfer_selection,metacommunity_sampling,power_alpha,lognormal_mean,lognormal_sd,phi_distribution,phi_mean,phi_sd,phi_lower,phi_upper,ruggedness,function_ratio,binary_threshold,g0,cost_distribution,cost_mean,cost_sd,cost_lower,cost_upper,invader_index,invader_sampling,invader_strength,target_resource,directed_selection,knock_out,knock_in,knock_in_threshold,bottleneck,bottleneck_size,migration,n_migration,s_migration,coalescence,frac_coalescence,resource_shift,r_type,r_percent,sampling,sn,sf,Sgen,rn,rf,R0_food,food,supply,muc,sigc,c0,c1,q,sparsity,fs,fw,g,w,l,m,n,response,sigma_max,regulation,nreg,tau,r,S
f2_interaction,directed_selection,5,f2_interaction-iteration_6_round11-5,/home/cc2553/project/community-selection/data/iteration_f2_interaction/f2_interaction-iteration_6_round10-5_composition.txt,True,/home/cc2553/project/community-selection/data/iteration_f2_interaction/,True,TRUE,False,1,10,1000000,1e+06,TRUE,False,0.001,96,1,20,10,Power,0.01,8,8,Norm,0,1,0,1,NA,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,True,False,False,NA,True,1,True,100,NA,False,NA,False,NA,NA,Binary_Gamma,2100,1,0,90,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,type III,1,NA,NA,NA,NA,NA
f2_interaction,directed_selection,5,f2_interaction-iteration_6_round12-5,/home/cc2553/project/community-selection/data/iteration_f2_interaction/f2_interaction-iteration_6_round11-5_composition.txt,True,/home/cc2553/project/community-selection/data/iteration_f2_interaction/,True,TRUE,False,1,10,1000000,1e+06,TRUE,False,0.001,96,1,20,10,Power,0.01,8,8,Norm,0,1,0,1,NA,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,True,False,False,NA,True,1,True,100,NA,False,NA,False,NA,NA,Binary_Gamma,2100,1,0,90,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,type III,1,NA,NA,NA,NA,NA
f2_interaction,directed_selection,5,f2_interaction-iteration_6_round13-5,/home/cc2553/project/community-selection/data/iteration_f2_interaction/f2_interaction-iteration_6_round12-5_composition.txt,True,/home/cc2553/project/community-selection/data/iteration_f2_interaction/,True,TRUE,False,1,10,1000000,1e+06,TRUE,False,0.001,96,1,20,10,Power,0.01,8,8,Norm,0,1,0,1,NA,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,True,False,False,NA,True,1,True,100,NA,False,NA,False,NA,NA,Binary_Gamma,2100,1,0,90,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,type III,1,NA,NA,NA,NA,NA
f2_interaction,directed_selection,5,f2_interaction-iteration_6_round14-5,/home/cc2553/project/community-selection/data/iteration_f2_interaction/f2_interaction-iteration_6_round13-5_composition.txt,True,/home/cc2553/project/community-selection/data/iteration_f2_interaction/,True,TRUE,False,1,10,1000000,1e+06,TRUE,False,0.001,96,1,20,10,Power,0.01,8,8,Norm,0,1,0,1,NA,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,True,False,False,NA,True,1,True,100,NA,False,NA,False,NA,NA,Binary_Gamma,2100,1,0,90,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,type III,1,NA,NA,NA,NA,NA
f2_interaction,directed_selection,5,f2_interaction-iteration_6_round15-5,/home/cc2553/project/community-selection/data/iteration_f2_interaction/f2_interaction-iteration_6_round14-5_composition.txt,True,/home/cc2553/project/community-selection/data/iteration_f2_interaction/,True,TRUE,False,1,10,1000000,1e+06,TRUE,False,0.001,96,1,20,10,Power,0.01,8,8,Norm,0,1,0,1,NA,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,True,False,False,NA,True,1,True,100,NA,False,NA,False,NA,NA,Binary_Gamma,2100,1,0,90,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,type III,1,NA,NA,NA,NA,NA
f2_interaction,directed_selection,5,f2_interaction-iteration_6_round16-5,/home/cc2553/project/community-selection/data/iteration_f2_interaction/f2_interaction-iteration_6_round15-5_composition.txt,True,/home/cc2553/project/community-selection/data/iteration_f2_interaction/,True,TRUE,False,1,10,1000000,1e+06,TRUE,False,0.001,96,1,20,10,Power,0.01,8,8,Norm,0,1,0,1,NA,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,True,False,False,NA,True,1,True,100,NA,False,NA,False,NA,NA,Binary_Gamma,2100,1,0,90,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,type III,1,NA,NA,NA,NA,NA
f2_interaction,directed_selection,5,f2_interaction-iteration_6_round17-5,/home/cc2553/project/community-selection/data/iteration_f2_interaction/f2_interaction-iteration_6_round16-5_composition.txt,True,/home/cc2553/project/community-selection/data/iteration_f2_interaction/,True,TRUE,False,1,10,1000000,1e+06,TRUE,False,0.001,96,1,20,10,Power,0.01,8,8,Norm,0,1,0,1,NA,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,True,False,False,NA,True,1,True,100,NA,False,NA,False,NA,NA,Binary_Gamma,2100,1,0,90,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,type III,1,NA,NA,NA,NA,NA
f2_interaction,directed_selection,5,f2_interaction-iteration_6_round18-5,/home/cc2553/project/community-selection/data/iteration_f2_interaction/f2_interaction-iteration_6_round17-5_composition.txt,True,/home/cc2553/project/community-selection/data/iteration_f2_interaction/,True,TRUE,False,1,10,1000000,1e+06,TRUE,False,0.001,96,1,20,10,Power,0.01,8,8,Norm,0,1,0,1,NA,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,True,False,False,NA,True,1,True,100,NA,False,NA,False,NA,NA,Binary_Gamma,2100,1,0,90,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,type III,1,NA,NA,NA,NA,NA
f2_interaction,directed_selection,5,f2_interaction-iteration_6_round19-5,/home/cc2553/project/community-selection/data/iteration_f2_interaction/f2_interaction-iteration_6_round18-5_composition.txt,True,/home/cc2553/project/community-selection/data/iteration_f2_interaction/,True,TRUE,False,1,10,1000000,1e+06,TRUE,False,0.001,96,1,20,10,Power,0.01,8,8,Norm,0,1,0,1,NA,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,True,False,False,NA,True,1,True,100,NA,False,NA,False,NA,NA,Binary_Gamma,2100,1,0,90,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,type III,1,NA,NA,NA,NA,NA
f2_interaction,directed_selection,5,f2_interaction-iteration_6_round20-5,/home/cc2553/project/community-selection/data/iteration_f2_interaction/f2_interaction-iteration_6_round19-5_composition.txt,True,/home/cc2553/project/community-selection/data/iteration_f2_interaction/,True,TRUE,False,1,10,1000000,1e+06,TRUE,False,0.001,96,1,20,10,Power,0.01,8,8,Norm,0,1,0,1,NA,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,True,False,False,NA,True,1,True,100,NA,False,NA,False,NA,NA,Binary_Gamma,2100,1,0,90,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,type III,1,NA,NA,NA,NA,NA
f2_interaction,directed_selection,5,f2_interaction-iteration_6_round21-5,/home/cc2553/project/community-selection/data/iteration_f2_interaction/f2_interaction-iteration_6_round20-5_composition.txt,True,/home/cc2553/project/community-selection/data/iteration_f2_interaction/,True,TRUE,False,1,10,1000000,1e+06,TRUE,False,0.001,96,1,20,10,Power,0.01,8,8,Norm,0,1,0,1,NA,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,True,False,False,NA,True,1,True,100,NA,False,NA,False,NA,NA,Binary_Gamma,2100,1,0,90,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,type III,1,NA,NA,NA,NA,NA
f2_interaction,simple_screening,5,f2_interaction-iteration_6_round22-5,/home/cc2553/project/community-selection/data/iteration_f2_interaction/f2_interaction-iteration_6_round21-5_composition.txt,True,/home/cc2553/project/community-selection/data/iteration_f2_interaction/,True,TRUE,False,1,10,1000000,1e+06,TRUE,False,0.001,96,1,20,10,Power,0.01,8,8,Norm,0,1,0,1,NA,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,NA,NA,False,NA,False,NA,NA,Binary_Gamma,2100,1,0,90,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,type III,1,NA,NA,NA,NA,NA
f2_interaction,simple_screening,5,f2_interaction-iteration_6_round23-5,/home/cc2553/project/community-selection/data/iteration_f2_interaction/f2_interaction-iteration_6_round22-5_composition.txt,True,/home/cc2553/project/community-selection/data/iteration_f2_interaction/,True,TRUE,False,1,10,1000000,1e+06,TRUE,False,0.001,96,1,20,10,Power,0.01,8,8,Norm,0,1,0,1,NA,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,NA,NA,False,NA,False,NA,NA,Binary_Gamma,2100,1,0,90,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,type III,1,NA,NA,NA,NA,NA
f2_interaction,simple_screening,5,f2_interaction-iteration_7_round1-5,NA,False,/home/cc2553/project/community-selection/data/iteration_f2_interaction/,True,TRUE,False,1,10,1000000,1e+06,TRUE,False,0.001,96,1,20,10,Power,0.01,8,8,Norm,0,1,0,1,NA,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,NA,NA,False,NA,False,NA,NA,Binary_Gamma,2100,1,0,90,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,type III,1,NA,NA,NA,NA,NA
f2_interaction,directed_selection,5,f2_interaction-iteration_7_round2-5,/home/cc2553/project/community-selection/data/iteration_f2_interaction/f2_interaction-iteration_7_round1-5_composition.txt,True,/home/cc2553/project/community-selection/data/iteration_f2_interaction/,True,TRUE,False,1,10,1000000,1e+06,TRUE,False,0.001,96,1,20,10,Power,0.01,8,8,Norm,0,1,0,1,NA,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,True,False,False,NA,True,0.0000000000001,False,NA,NA,False,NA,False,NA,NA,Binary_Gamma,2100,1,0,90,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,type III,1,NA,NA,NA,NA,NA
f2_interaction,directed_selection,5,f2_interaction-iteration_7_round3-5,/home/cc2553/project/community-selection/data/iteration_f2_interaction/f2_interaction-iteration_7_round2-5_composition.txt,True,/home/cc2553/project/community-selection/data/iteration_f2_interaction/,True,TRUE,False,1,10,1000000,1e+06,TRUE,False,0.001,96,1,20,10,Power,0.01,8,8,Norm,0,1,0,1,NA,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,True,False,False,NA,True,0.0000000000001,False,NA,NA,False,NA,False,NA,NA,Binary_Gamma,2100,1,0,90,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,type III,1,NA,NA,NA,NA,NA
f2_interaction,directed_selection,5,f2_interaction-iteration_7_round4-5,/home/cc2553/project/community-selection/data/iteration_f2_interaction/f2_interaction-iteration_7_round3-5_composition.txt,True,/home/cc2553/project/community-selection/data/iteration_f2_interaction/,True,TRUE,False,1,10,1000000,1e+06,TRUE,False,0.001,96,1,20,10,Power,0.01,8,8,Norm,0,1,0,1,NA,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,True,False,False,NA,True,0.0000000000001,False,NA,NA,False,NA,False,NA,NA,Binary_Gamma,2100,1,0,90,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,type III,1,NA,NA,NA,NA,NA
f2_interaction,directed_selection,5,f2_interaction-iteration_7_round5-5,/home/cc2553/project/community-selection/data/iteration_f2_interaction/f2_interaction-iteration_7_round4-5_composition.txt,True,/home/cc2553/project/community-selection/data/iteration_f2_interaction/,True,TRUE,False,1,10,1000000,1e+06,TRUE,False,0.001,96,1,20,10,Power,0.01,8,8,Norm,0,1,0,1,NA,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,True,False,False,NA,True,0.0000000000001,False,NA,NA,False,NA,False,NA,NA,Binary_Gamma,2100,1,0,90,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,type III,1,NA,NA,NA,NA,NA
f2_interaction,directed_selection,5,f2_interaction-iteration_7_round6-5,/home/cc2553/project/community-selection/data/iteration_f2_interaction/f2_interaction-iteration_7_round5-5_composition.txt,True,/home/cc2553/project/community-selection/data/iteration_f2_interaction/,True,TRUE,False,1,10,1000000,1e+06,TRUE,False,0.001,96,1,20,10,Power,0.01,8,8,Norm,0,1,0,1,NA,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,True,False,False,NA,True,0.0000000000001,False,NA,NA,False,NA,False,NA,NA,Binary_Gamma,2100,1,0,90,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,type III,1,NA,NA,NA,NA,NA
f2_interaction,directed_selection,5,f2_interaction-iteration_7_round7-5,/home/cc2553/project/community-selection/data/iteration_f2_interaction/f2_interaction-iteration_7_round6-5_composition.txt,True,/home/cc2553/project/community-selection/data/iteration_f2_interaction/,True,TRUE,False,1,10,1000000,1e+06,TRUE,False,0.001,96,1,20,10,Power,0.01,8,8,Norm,0,1,0,1,NA,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,True,False,False,NA,True,0.0000000000001,False,NA,NA,False,NA,False,NA,NA,Binary_Gamma,2100,1,0,90,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,type III,1,NA,NA,NA,NA,NA
f2_interaction,directed_selection,5,f2_interaction-iteration_7_round8-5,/home/cc2553/project/community-selection/data/iteration_f2_interaction/f2_interaction-iteration_7_round7-5_composition.txt,True,/home/cc2553/project/community-selection/data/iteration_f2_interaction/,True,TRUE,False,1,10,1000000,1e+06,TRUE,False,0.001,96,1,20,10,Power,0.01,8,8,Norm,0,1,0,1,NA,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,True,False,False,NA,True,0.0000000000001,False,NA,NA,False,NA,False,NA,NA,Binary_Gamma,2100,1,0,90,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,type III,1,NA,NA,NA,NA,NA
f2_interaction,directed_selection,5,f2_interaction-iteration_7_round9-5,/home/cc2553/project/community-selection/data/iteration_f2_interaction/f2_interaction-iteration_7_round8-5_composition.txt,True,/home/cc2553/project/community-selection/data/iteration_f2_interaction/,True,TRUE,False,1,10,1000000,1e+06,TRUE,False,0.001,96,1,20,10,Power,0.01,8,8,Norm,0,1,0,1,NA,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,True,False,False,NA,True,0.0000000000001,False,NA,NA,False,NA,False,NA,NA,Binary_Gamma,2100,1,0,90,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,type III,1,NA,NA,NA,NA,NA
f2_interaction,directed_selection,5,f2_interaction-iteration_7_round10-5,/home/cc2553/project/community-selection/data/iteration_f2_interaction/f2_interaction-iteration_7_round9-5_composition.txt,True,/home/cc2553/project/community-selection/data/iteration_f2_interaction/,True,TRUE,False,1,10,1000000,1e+06,TRUE,False,0.001,96,1,20,10,Power,0.01,8,8,Norm,0,1,0,1,NA,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,True,False,False,NA,True,0.0000000000001,False,NA,NA,False,NA,False,NA,NA,Binary_Gamma,2100,1,0,90,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,type III,1,NA,NA,NA,NA,NA
f2_interaction,directed_selection,5,f2_interaction-iteration_7_round11-5,/home/cc2553/project/community-selection/data/iteration_f2_interaction/f2_interaction-iteration_7_round10-5_composition.txt,True,/home/cc2553/project/community-selection/data/iteration_f2_interaction/,True,TRUE,False,1,10,1000000,1e+06,TRUE,False,0.001,96,1,20,10,Power,0.01,8,8,Norm,0,1,0,1,NA,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,True,False,False,NA,True,0.0000000000001,False,NA,NA,False,NA,False,NA,NA,Binary_Gamma,2100,1,0,90,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,type III,1,NA,NA,NA,NA,NA
f2_interaction,directed_selection,5,f2_interaction-iteration_7_round12-5,/home/cc2553/project/community-selection/data/iteration_f2_interaction/f2_interaction-iteration_7_round11-5_composition.txt,True,/home/cc2553/project/community-selection/data/iteration_f2_interaction/,True,TRUE,False,1,10,1000000,1e+06,TRUE,False,0.001,96,1,20,10,Power,0.01,8,8,Norm,0,1,0,1,NA,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,True,False,False,NA,True,0.0000000000001,False,NA,NA,False,NA,False,NA,NA,Binary_Gamma,2100,1,0,90,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,type III,1,NA,NA,NA,NA,NA
f2_interaction,directed_selection,5,f2_interaction-iteration_7_round13-5,/home/cc2553/project/community-selection/data/iteration_f2_interaction/f2_interaction-iteration_7_round12-5_composition.txt,True,/home/cc2553/project/community-selection/data/iteration_f2_interaction/,True,TRUE,False,1,10,1000000,1e+06,TRUE,False,0.001,96,1,20,10,Power,0.01,8,8,Norm,0,1,0,1,NA,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,True,False,False,NA,True,0.0000000000001,False,NA,NA,False,NA,False,NA,NA,Binary_Gamma,2100,1,0,90,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,type III,1,NA,NA,NA,NA,NA
f2_interaction,directed_selection,5,f2_interaction-iteration_7_round14-5,/home/cc2553/project/community-selection/data/iteration_f2_interaction/f2_interaction-iteration_7_round13-5_composition.txt,True,/home/cc2553/project/community-selection/data/iteration_f2_interaction/,True,TRUE,False,1,10,1000000,1e+06,TRUE,False,0.001,96,1,20,10,Power,0.01,8,8,Norm,0,1,0,1,NA,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,True,False,False,NA,True,0.0000000000001,False,NA,NA,False,NA,False,NA,NA,Binary_Gamma,2100,1,0,90,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,type III,1,NA,NA,NA,NA,NA
f2_interaction,directed_selection,5,f2_interaction-iteration_7_round15-5,/home/cc2553/project/community-selection/data/iteration_f2_interaction/f2_interaction-iteration_7_round14-5_composition.txt,True,/home/cc2553/project/community-selection/data/iteration_f2_interaction/,True,TRUE,False,1,10,1000000,1e+06,TRUE,False,0.001,96,1,20,10,Power,0.01,8,8,Norm,0,1,0,1,NA,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,True,False,False,NA,True,0.0000000000001,False,NA,NA,False,NA,False,NA,NA,Binary_Gamma,2100,1,0,90,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,type III,1,NA,NA,NA,NA,NA
f2_interaction,directed_selection,5,f2_interaction-iteration_7_round16-5,/home/cc2553/project/community-selection/data/iteration_f2_interaction/f2_interaction-iteration_7_round15-5_composition.txt,True,/home/cc2553/project/community-selection/data/iteration_f2_interaction/,True,TRUE,False,1,10,1000000,1e+06,TRUE,False,0.001,96,1,20,10,Power,0.01,8,8,Norm,0,1,0,1,NA,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,True,False,False,NA,True,0.0000000000001,False,NA,NA,False,NA,False,NA,NA,Binary_Gamma,2100,1,0,90,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,type III,1,NA,NA,NA,NA,NA
f2_interaction,directed_selection,5,f2_interaction-iteration_7_round17-5,/home/cc2553/project/community-selection/data/iteration_f2_interaction/f2_interaction-iteration_7_round16-5_composition.txt,True,/home/cc2553/project/community-selection/data/iteration_f2_interaction/,True,TRUE,False,1,10,1000000,1e+06,TRUE,False,0.001,96,1,20,10,Power,0.01,8,8,Norm,0,1,0,1,NA,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,True,False,False,NA,True,0.0000000000001,False,NA,NA,False,NA,False,NA,NA,Binary_Gamma,2100,1,0,90,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,type III,1,NA,NA,NA,NA,NA
f2_interaction,directed_selection,5,f2_interaction-iteration_7_round18-5,/home/cc2553/project/community-selection/data/iteration_f2_interaction/f2_interaction-iteration_7_round17-5_composition.txt,True,/home/cc2553/project/community-selection/data/iteration_f2_interaction/,True,TRUE,False,1,10,1000000,1e+06,TRUE,False,0.001,96,1,20,10,Power,0.01,8,8,Norm,0,1,0,1,NA,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,True,False,False,NA,True,0.0000000000001,False,NA,NA,False,NA,False,NA,NA,Binary_Gamma,2100,1,0,90,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,type III,1,NA,NA,NA,NA,NA
f2_interaction,directed_selection,5,f2_interaction-iteration_7_round19-5,/home/cc2553/project/community-selection/data/iteration_f2_interaction/f2_interaction-iteration_7_round18-5_composition.txt,True,/home/cc2553/project/community-selection/data/iteration_f2_interaction/,True,TRUE,False,1,10,1000000,1e+06,TRUE,False,0.001,96,1,20,10,Power,0.01,8,8,Norm,0,1,0,1,NA,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,True,False,False,NA,True,0.0000000000001,False,NA,NA,False,NA,False,NA,NA,Binary_Gamma,2100,1,0,90,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,type III,1,NA,NA,NA,NA,NA
f2_interaction,directed_selection,5,f2_interaction-iteration_7_round20-5,/home/cc2553/project/community-selection/data/iteration_f2_interaction/f2_interaction-iteration_7_round19-5_composition.txt,True,/home/cc2553/project/community-selection/data/iteration_f2_interaction/,True,TRUE,False,1,10,1000000,1e+06,TRUE,False,0.001,96,1,20,10,Power,0.01,8,8,Norm,0,1,0,1,NA,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,True,False,False,NA,True,0.0000000000001,False,NA,NA,False,NA,False,NA,NA,Binary_Gamma,2100,1,0,90,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,type III,1,NA,NA,NA,NA,NA
f2_interaction,directed_selection,5,f2_interaction-iteration_7_round21-5,/home/cc2553/project/community-selection/data/iteration_f2_interaction/f2_interaction-iteration_7_round20-5_composition.txt,True,/home/cc2553/project/community-selection/data/iteration_f2_interaction/,True,TRUE,False,1,10,1000000,1e+06,TRUE,False,0.001,96,1,20,10,Power,0.01,8,8,Norm,0,1,0,1,NA,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,True,False,False,NA,True,0.0000000000001,False,NA,NA,False,NA,False,NA,NA,Binary_Gamma,2100,1,0,90,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,type III,1,NA,NA,NA,NA,NA
f2_interaction,simple_screening,5,f2_interaction-iteration_7_round22-5,/home/cc2553/project/community-selection/data/iteration_f2_interaction/f2_interaction-iteration_7_round21-5_composition.txt,True,/home/cc2553/project/community-selection/data/iteration_f2_interaction/,True,TRUE,False,1,10,1000000,1e+06,TRUE,False,0.001,96,1,20,10,Power,0.01,8,8,Norm,0,1,0,1,NA,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,NA,NA,False,NA,False,NA,NA,Binary_Gamma,2100,1,0,90,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,type III,1,NA,NA,NA,NA,NA
f2_interaction,simple_screening,5,f2_interaction-iteration_7_round23-5,/home/cc2553/project/community-selection/data/iteration_f2_interaction/f2_interaction-iteration_7_round22-5_composition.txt,True,/home/cc2553/project/community-selection/data/iteration_f2_interaction/,True,TRUE,False,1,10,1000000,1e+06,TRUE,False,0.001,96,1,20,10,Power,0.01,8,8,Norm,0,1,0,1,NA,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,NA,NA,False,NA,False,NA,NA,Binary_Gamma,2100,1,0,90,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,type III,1,NA,NA,NA,NA,NA
f2_interaction,simple_screening,6,f2_interaction-iteration_simple_screening-6,NA,False,/home/cc2553/project/community-selection/data/iteration_f2_interaction/,True,TRUE,False,1,20,1000000,1e+06,TRUE,False,0.001,96,1,40,20,Power,0.01,8,8,Norm,0,1,0,1,NA,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,NA,NA,False,NA,False,NA,NA,Binary_Gamma,2100,1,0,90,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,type III,1,NA,NA,NA,NA,NA
f2_interaction,simple_screening,6,f2_interaction-iteration_1_round1-6,NA,False,/home/cc2553/project/community-selection/data/iteration_f2_interaction/,True,TRUE,False,1,10,1000000,1e+06,TRUE,False,0.001,96,1,20,10,Power,0.01,8,8,Norm,0,1,0,1,NA,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,False,False,False,NA,False,NA,False,NA,NA,False,NA,False,NA,NA,Binary_Gamma,2100,1,0,90,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,type III,1,NA,NA,NA,NA,NA
f2_interaction,directed_selection,6,f2_interaction-iteration_1_round2-6,/home/cc2553/project/community-selection/data/iteration_f2_interaction/f2_interaction-iteration_1_round1-6_composition.txt,True,/home/cc2553/project/community-selection/data/iteration_f2_interaction/,True,TRUE,False,1,10,1000000,1e+06,TRUE,False,0.001,96,1,20,10,Power,0.01,8,8,Norm,0,1,0,1,NA,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,True,False,False,NA,True,0.0001,False,NA,NA,False,NA,False,NA,NA,Binary_Gamma,2100,1,0,90,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,type III,1,NA,NA,NA,NA,NA
f2_interaction,directed_selection,6,f2_interaction-iteration_1_round3-6,/home/cc2553/project/community-selection/data/iteration_f2_interaction/f2_interaction-iteration_1_round2-6_composition.txt,True,/home/cc2553/project/community-selection/data/iteration_f2_interaction/,True,TRUE,False,1,10,1000000,1e+06,TRUE,False,0.001,96,1,20,10,Power,0.01,8,8,Norm,0,1,0,1,NA,1,1,1,Norm,0,0,0,1,2,Gamma,10,NA,True,False,False,NA,True,0.0001,False,NA,NA,False,NA,False,NA,NA,Binary_Gamma,2100,1,0,90,1,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,type III,1,NA,NA,NA,NA,NA
